ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE_YEARS,EMPLOYMENT_YEARS,IS_UNEMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,WORST_STATUS,MONTHS_HISTORY
5045499,1,0,1,2,360000.0,4,4,1,1,48.7,3.1,True,1,0,0,0,4,4.0,1,1,46
5045502,0,0,1,0,202500.0,4,4,1,1,40.6,1.8,True,1,0,0,0,6,2.0,1,0,15
5045503,0,0,1,0,202500.0,4,4,1,1,40.6,1.8,True,1,0,0,0,6,2.0,1,0,7
5045505,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,13
5045507,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,33
5045508,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,-1,1
5045512,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,52
5045513,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,1,18
5045514,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,4
5045515,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,25
5045516,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,41
5045517,1,1,0,1,180000.0,4,4,1,1,31.5,12.3,True,1,0,0,0,12,3.0,1,0,2
5045519,0,0,1,0,180000.0,4,1,3,1,25.0,5.0,True,1,1,1,0,16,1.0,1,1,16
5045520,0,0,0,0,225000.0,1,4,1,1,58.5,0.0,False,1,0,0,0,12,2.0,1,0,45
5045521,0,0,0,0,225000.0,1,4,1,1,58.5,0.0,False,1,0,0,0,12,2.0,1,0,30
5045522,0,0,0,0,225000.0,1,4,1,1,58.5,0.0,False,1,0,0,0,12,2.0,1,0,29
5045523,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,-1,3
5045524,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,0,20
5045525,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,-1,4
5045526,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,0,7
5045527,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,0,3
5045530,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,0,26
5045531,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,0,8
5045532,0,0,1,0,112500.0,1,4,4,1,60.6,0.0,False,1,0,0,0,12,1.0,1,-1,3
5045533,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,30
5045534,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,27
5045535,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,38
5045536,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045537,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045538,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045539,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045540,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,30
5045541,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,1,42
5045542,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,14
5045543,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,14
5045544,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,-1,16
5045545,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,30
5045546,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,26
5045547,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,23
5045548,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045549,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,12
5045550,1,1,0,2,225000.0,2,1,1,5,29.9,4.2,True,1,0,0,0,6,4.0,1,0,11
5045551,1,1,0,1,180000.0,2,4,1,1,40.4,2.7,True,1,0,0,0,4,3.0,1,1,17
5045554,1,1,0,1,180000.0,2,4,1,1,40.4,2.7,True,1,0,0,0,4,3.0,1,1,26
5045555,1,1,0,1,180000.0,2,4,1,1,40.4,2.7,True,1,0,0,0,4,3.0,1,1,52
5045557,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,17
5045558,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,20
5045559,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,-1,19
5045560,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,17
5045561,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,17
5045562,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,16
5045563,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,-1,15
5045564,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,4
5045565,1,1,1,1,157500.0,4,4,1,1,49.3,9.0,True,1,0,0,0,12,3.0,1,0,3
5045567,0,0,1,0,99000.0,4,4,1,1,52.0,10.2,True,1,1,0,0,15,2.0,1,0,51
5045568,0,0,1,0,99000.0,4,4,1,1,52.0,10.2,True,1,1,0,0,15,2.0,1,0,51
5045569,0,0,1,0,99000.0,4,4,1,1,52.0,10.2,True,1,1,0,0,15,2.0,1,0,3
5045571,0,0,1,0,99000.0,4,4,1,1,52.0,10.2,True,1,1,0,0,15,2.0,1,-1,38
5045572,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,0,24
5045573,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,0,13
5045574,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,-1,25
5045575,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,0,46
5045576,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,0,12
5045577,1,0,1,2,135000.0,1,1,1,1,44.8,0.0,False,1,0,0,0,12,4.0,1,-1,12
5045582,0,0,1,3,157500.0,4,4,2,1,28.2,2.7,True,1,0,0,0,2,4.0,1,0,15
5045583,0,0,1,3,157500.0,4,4,2,1,28.2,2.7,True,1,0,0,0,2,4.0,1,1,13
5045584,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,53
5045585,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,39
5045587,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,5
5045588,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045590,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045591,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045594,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045595,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,10
5045596,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,43
5045597,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045598,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,49
5045599,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,1,42
5045600,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,18
5045601,0,1,1,0,153000.0,4,4,1,1,41.0,0.5,True,1,0,0,0,12,2.0,1,0,14
5045602,0,1,0,0,112500.0,4,1,1,2,42.2,4.3,True,1,0,0,0,12,2.0,1,0,24
5045603,0,1,0,0,112500.0,4,1,1,2,42.2,4.3,True,1,0,0,0,12,2.0,1,-1,24
5045604,0,1,0,0,112500.0,4,1,1,2,42.2,4.3,True,1,0,0,0,12,2.0,1,-1,12
5045605,0,1,0,0,112500.0,4,1,1,2,42.2,4.3,True,1,0,0,0,12,2.0,1,-1,6
5045608,0,0,1,2,90000.0,4,4,1,1,32.2,2.0,True,1,0,0,0,12,4.0,1,0,28
5045609,0,0,1,2,90000.0,4,4,1,1,32.2,2.0,True,1,0,0,0,12,4.0,1,-1,40
5045610,0,0,1,2,90000.0,4,4,1,1,32.2,2.0,True,1,0,0,0,12,4.0,1,0,23
5045611,0,0,1,2,90000.0,4,4,1,1,32.2,2.0,True,1,0,0,0,12,4.0,1,0,22
5045614,1,1,1,1,360000.0,4,1,1,1,42.6,3.6,True,1,0,0,0,4,3.0,1,0,26
5045615,1,1,1,1,360000.0,4,1,1,1,42.6,3.6,True,1,0,0,0,4,3.0,1,-1,61
5045618,1,1,1,1,360000.0,4,1,1,1,42.6,3.6,True,1,0,0,0,4,3.0,1,0,55
5045620,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,5
5045622,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,28
5045623,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,48
5045624,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,13
5045625,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,5
5045626,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,17
5045627,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,5
5045628,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,17
5045629,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,17
5045630,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,5
5045631,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,5
5045632,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,0,17
5045633,0,0,1,1,270000.0,2,4,1,1,39.4,6.9,True,1,0,0,0,11,3.0,1,-1,6
5045634,0,0,1,1,157500.0,4,2,1,1,28.8,0.4,True,1,1,0,0,3,3.0,1,0,14
5045635,0,0,1,1,157500.0,4,2,1,1,28.8,0.4,True,1,1,0,0,3,3.0,1,0,14
5045636,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,25
5045637,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,3
5045638,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,51
5045639,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,50
5045640,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,39
5045641,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,-1,12
5045642,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,18
5045643,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,12
5045644,1,1,1,1,139500.0,4,4,1,1,39.3,15.2,True,1,1,0,0,8,3.0,1,0,1
5045645,0,0,1,0,67500.0,1,4,1,1,58.9,0.0,False,1,0,0,0,12,2.0,1,0,33
5045646,0,0,1,0,67500.0,1,4,1,1,58.9,0.0,False,1,0,0,0,12,2.0,1,0,34
5045648,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,1,32
5045649,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,-1,22
5045651,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,0,32
5045652,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,1,56
5045653,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,0,7
5045654,0,1,1,0,157500.0,4,4,1,1,40.7,6.7,True,1,0,1,0,12,2.0,1,1,7
5045656,1,0,1,0,30150.0,1,3,1,1,65.1,0.0,False,1,0,0,0,12,2.0,1,0,11
5045657,1,0,1,0,30150.0,1,3,1,1,65.1,0.0,False,1,0,0,0,12,2.0,1,0,28
5045658,1,0,1,0,30150.0,1,3,1,1,65.1,0.0,False,1,0,0,0,12,2.0,1,0,40
5045659,1,1,1,0,180000.0,2,1,3,1,23.3,3.0,True,1,0,0,0,3,1.0,1,-1,9
5045660,1,1,1,0,180000.0,2,1,3,1,23.3,3.0,True,1,0,0,0,3,1.0,1,-1,9
5045661,1,1,1,0,180000.0,2,1,3,1,23.3,3.0,True,1,0,0,0,3,1.0,1,-1,9
5045662,0,0,1,0,180000.0,4,4,1,1,39.8,12.8,True,1,1,1,0,10,2.0,1,0,11
5045665,0,0,1,0,180000.0,4,4,1,1,39.8,12.8,True,1,1,1,0,10,2.0,1,-1,9
5045669,0,0,1,0,180000.0,4,4,1,1,39.8,12.8,True,1,1,1,0,10,2.0,1,-1,8
5045670,0,0,1,0,180000.0,4,4,1,1,39.8,12.8,True,1,1,1,0,10,2.0,1,0,11
5045672,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,0,42
5045675,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,0,8
5045676,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,-1,8
5045677,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,0,27
5045678,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,0,57
5045679,0,0,1,1,270000.0,2,4,0,1,34.8,14.4,True,1,0,0,0,11,3.0,1,0,9
5045681,0,0,1,1,270000.0,4,1,1,1,37.6,7.9,True,1,1,1,0,10,3.0,1,0,11
5045682,0,0,1,1,270000.0,4,1,1,1,37.6,7.9,True,1,1,1,0,10,3.0,1,0,24
5045683,0,0,1,1,270000.0,4,1,1,1,37.6,7.9,True,1,1,1,0,10,3.0,1,0,24
5045684,0,0,1,1,270000.0,4,1,1,1,37.6,7.9,True,1,1,1,0,10,3.0,1,0,12
5045685,0,0,1,1,270000.0,4,1,1,1,37.6,7.9,True,1,1,1,0,10,3.0,1,0,5
5045687,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,21
5045688,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,23
5045689,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,14
5045690,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,9
5045692,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,22
5045693,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,-1,53
5045694,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,41
5045695,0,0,1,0,247500.0,0,1,3,1,37.7,10.5,True,1,1,1,0,8,1.0,1,0,34
5045696,0,0,1,1,135000.0,0,4,1,1,29.8,2.9,True,1,0,0,0,8,3.0,1,1,15
5045697,0,0,1,1,135000.0,0,4,1,1,29.8,2.9,True,1,0,0,0,8,3.0,1,1,19
5045698,0,0,1,1,135000.0,0,4,1,1,29.8,2.9,True,1,0,0,0,8,3.0,1,0,5
5045699,0,0,1,1,135000.0,0,4,1,1,29.8,2.9,True,1,0,0,0,8,3.0,1,1,11
5045700,0,0,1,0,126000.0,0,1,2,1,44.5,8.2,True,1,0,0,0,10,1.0,1,0,49
5045701,0,0,1,0,126000.0,0,1,2,1,44.5,8.2,True,1,0,0,0,10,1.0,1,1,13
5045704,0,0,1,0,126000.0,0,1,2,1,44.5,8.2,True,1,0,0,0,10,1.0,1,0,5
5045706,0,0,1,0,126000.0,0,1,2,1,44.5,8.2,True,1,0,0,0,10,1.0,1,0,31
5045708,1,0,1,0,180000.0,0,1,2,1,28.2,0.3,True,1,0,0,0,3,1.0,1,0,50
5045709,1,0,1,0,180000.0,0,1,2,1,28.2,0.3,True,1,0,0,0,3,1.0,1,0,51
5045710,1,0,1,0,180000.0,0,1,2,1,28.2,0.3,True,1,0,0,0,3,1.0,1,-1,1
5045711,1,0,1,0,180000.0,0,1,2,1,28.2,0.3,True,1,0,0,0,3,1.0,1,-1,1
5045712,0,1,1,1,202500.0,4,4,1,1,45.2,6.5,True,1,0,0,0,8,3.0,1,0,3
5045713,0,1,1,1,202500.0,4,4,1,1,45.2,6.5,True,1,0,0,0,8,3.0,1,0,12
5045714,0,1,1,1,202500.0,4,4,1,1,45.2,6.5,True,1,0,0,0,8,3.0,1,0,18
5045717,1,1,1,1,225000.0,4,1,1,1,34.5,6.0,True,1,0,0,0,6,3.0,1,-1,9
5045718,1,1,1,1,225000.0,4,1,1,1,34.5,6.0,True,1,0,0,0,6,3.0,1,-1,9
5045721,1,0,0,1,216000.0,0,1,2,1,29.5,3.2,True,1,0,0,0,8,2.0,1,0,47
5045722,1,0,0,1,216000.0,0,1,2,1,29.5,3.2,True,1,0,0,0,8,2.0,1,1,9
5045723,1,0,0,1,216000.0,0,1,2,1,29.5,3.2,True,1,0,0,0,8,2.0,1,0,33
5045724,1,0,0,1,216000.0,0,1,2,1,29.5,3.2,True,1,0,0,0,8,2.0,1,0,14
5045725,1,0,0,1,216000.0,0,1,2,1,29.5,3.2,True,1,0,0,0,8,2.0,1,0,8
5045726,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,43
5045728,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,25
5045729,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,32
5045730,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,21
5045731,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,25
5045732,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,17
5045733,0,0,1,0,155250.0,1,4,1,1,60.4,0.0,False,1,0,0,0,12,2.0,1,0,13
5045734,1,1,0,0,292500.0,4,1,3,1,28.6,0.6,True,1,0,0,0,4,1.0,1,1,45
5045735,1,1,0,0,292500.0,4,1,3,1,28.6,0.6,True,1,0,0,0,4,1.0,1,0,7
5045738,1,0,0,0,180000.0,0,1,3,1,22.3,0.3,True,1,0,0,0,12,1.0,1,0,9
5045739,1,0,0,0,225000.0,0,2,3,1,25.9,2.8,True,1,0,0,0,4,1.0,1,0,14
5045741,1,0,0,0,225000.0,0,2,3,1,25.9,2.8,True,1,0,0,0,4,1.0,1,0,15
5045742,1,1,0,0,225000.0,0,1,1,1,36.3,4.3,True,1,0,0,0,12,2.0,1,0,38
5045745,1,1,1,0,202500.0,0,4,1,1,40.8,7.1,True,1,0,0,0,8,2.0,1,-1,37
5045748,1,1,1,0,202500.0,0,4,1,1,40.8,7.1,True,1,0,0,0,8,2.0,1,0,45
5045754,1,1,1,0,202500.0,0,4,1,1,40.8,7.1,True,1,0,0,0,8,2.0,1,0,45
5045755,1,1,1,0,202500.0,0,4,1,1,40.8,7.1,True,1,0,0,0,8,2.0,1,0,16
5045756,0,1,0,2,405000.0,0,1,2,1,38.6,5.0,True,1,0,0,0,3,3.0,1,0,14
5045758,0,1,0,0,270000.0,4,1,1,1,54.7,3.4,True,1,0,1,0,11,2.0,1,0,19
5045759,0,1,0,0,270000.0,4,1,1,1,54.7,3.4,True,1,0,1,0,11,2.0,1,0,33
5045760,0,1,0,0,270000.0,4,1,1,1,54.7,3.4,True,1,0,1,0,11,2.0,1,0,25
5045761,0,1,0,0,270000.0,4,1,1,1,54.7,3.4,True,1,0,1,0,11,2.0,1,0,52
5045762,0,1,0,0,270000.0,4,1,1,1,54.7,3.4,True,1,0,1,0,11,2.0,1,-1,16
5045763,0,0,0,0,450000.0,0,1,1,1,37.6,5.3,True,1,0,1,0,15,2.0,1,0,10
5045765,0,0,0,0,450000.0,0,1,1,1,37.6,5.3,True,1,0,1,0,15,2.0,1,1,45
5045766,0,0,0,0,450000.0,0,1,1,1,37.6,5.3,True,1,0,1,0,15,2.0,1,0,14
5045767,1,1,0,0,180000.0,4,4,3,1,25.4,3.0,True,1,0,0,0,12,1.0,1,0,19
5045768,1,1,0,0,180000.0,4,4,3,1,25.4,3.0,True,1,0,0,0,12,1.0,1,0,18
5045769,1,1,0,0,180000.0,4,4,3,1,25.4,3.0,True,1,0,0,0,12,1.0,1,0,36
5045770,1,1,0,0,180000.0,4,4,3,1,25.4,3.0,True,1,0,0,0,12,1.0,1,0,19
5045771,1,1,0,0,180000.0,4,4,3,1,25.4,3.0,True,1,0,0,0,12,1.0,1,0,28
5045772,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,15
5045773,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,12
5045774,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,15
5045775,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,7
5045776,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,15
5045777,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,12
5045778,1,0,1,1,180000.0,4,1,1,1,25.8,3.4,True,1,0,0,0,10,3.0,1,0,14
5045779,0,0,1,0,72000.0,1,4,4,1,64.9,0.0,False,1,0,0,0,12,1.0,1,0,35
5045780,0,0,1,0,72000.0,1,4,4,1,64.9,0.0,False,1,0,0,0,12,1.0,1,0,19
5045781,0,0,1,0,72000.0,1,4,4,1,64.9,0.0,False,1,0,0,0,12,1.0,1,0,35
5045783,0,1,0,0,292500.0,2,1,0,1,28.2,4.5,True,1,0,0,0,6,2.0,1,0,17
5045784,0,1,0,0,292500.0,2,1,0,1,28.2,4.5,True,1,0,0,0,6,2.0,1,0,12
5045785,1,1,0,0,225000.0,0,1,0,1,36.5,0.5,True,1,0,0,1,10,2.0,1,-1,43
5045786,1,1,0,0,225000.0,0,1,0,1,36.5,0.5,True,1,0,0,1,10,2.0,1,-1,24
5045793,0,0,0,0,414000.0,4,1,2,1,56.9,4.0,True,1,0,0,0,12,1.0,1,-1,17
5045794,0,0,0,0,414000.0,4,1,2,1,56.9,4.0,True,1,0,0,0,12,1.0,1,-1,20
5045795,0,0,0,0,414000.0,4,1,2,1,56.9,4.0,True,1,0,0,0,12,1.0,1,-1,10
5045796,0,1,0,0,202500.0,4,1,1,1,25.3,0.4,True,1,0,0,0,0,2.0,1,0,10
5045797,0,1,0,0,202500.0,4,1,1,1,25.3,0.4,True,1,0,0,0,0,2.0,1,0,9
5045798,0,1,0,0,202500.0,4,1,1,1,25.3,0.4,True,1,0,0,0,0,2.0,1,0,9
5045799,0,1,0,0,202500.0,4,1,1,1,25.3,0.4,True,1,0,0,0,0,2.0,1,0,6
5045800,1,1,1,1,427500.0,4,4,1,1,32.6,7.0,True,1,0,1,0,4,3.0,1,0,3
5045802,1,1,1,1,427500.0,4,4,1,1,32.6,7.0,True,1,0,1,0,4,3.0,1,0,3
5045803,0,0,1,0,52650.0,1,4,1,1,48.7,0.0,False,1,0,0,0,12,2.0,1,0,10
5045806,0,1,0,0,157500.0,4,4,1,1,58.6,6.9,True,1,1,0,0,12,2.0,1,-1,44
5045807,0,1,0,0,157500.0,4,4,1,1,58.6,6.9,True,1,1,0,0,12,2.0,1,-1,21
5045809,1,1,0,0,135000.0,4,1,1,1,42.5,5.5,True,1,1,0,0,12,2.0,1,0,20
5045810,1,1,0,0,135000.0,4,1,1,1,42.5,5.5,True,1,1,0,0,12,2.0,1,0,20
5045811,1,1,0,0,135000.0,4,1,1,1,42.5,5.5,True,1,1,0,0,12,2.0,1,0,19
5045812,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,45
5045813,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,19
5045814,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,11
5045818,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,45
5045820,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,45
5045823,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,30
5045824,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,39
5045825,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,31
5045826,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,48
5045827,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,4
5045828,0,0,1,0,270000.0,1,1,1,1,61.2,0.0,False,1,0,0,0,12,2.0,1,0,4
5045829,0,0,1,0,67500.0,4,4,1,1,37.4,2.2,True,1,0,0,0,8,2.0,1,0,26
5045830,0,0,1,0,67500.0,4,4,1,1,37.4,2.2,True,1,0,0,0,8,2.0,1,0,42
5045831,0,0,1,0,67500.0,4,4,1,1,37.4,2.2,True,1,0,0,0,8,2.0,1,0,12
5045832,0,0,0,1,270000.0,4,4,2,1,45.2,2.7,True,1,0,0,0,3,2.0,1,0,55
